id,day,countryname,deaths,cumulativedeaths,confirmed,cumulativeconfirmed
5240,2/14/20,Russian Federation,0,0,0,2
5241,2/15/20,Russian Federation,0,0,0,2
5242,2/16/20,Russian Federation,0,0,0,2
5243,2/17/20,Russian Federation,0,0,0,2
5244,2/18/20,Russian Federation,0,0,0,2
5245,2/19/20,Russian Federation,0,0,0,2
5246,2/20/20,Russian Federation,0,0,0,2
5247,2/21/20,Russian Federation,0,0,0,2
5248,2/22/20,Russian Federation,0,0,0,2
5249,2/23/20,Russian Federation,0,0,0,2
5250,2/24/20,Russian Federation,0,0,0,2
5251,2/25/20,Russian Federation,0,0,0,2
5252,2/26/20,Russian Federation,0,0,0,2
5253,2/27/20,Russian Federation,0,0,0,2
5254,2/28/20,Russian Federation,0,0,0,2
5255,2/29/20,Russian Federation,0,0,0,2
5256,3/1/20,Russian Federation,0,0,0,2
5257,3/2/20,Russian Federation,0,0,0,2
5258,3/3/20,Russian Federation,0,0,1,3
5259,3/4/20,Russian Federation,0,0,0,3
5260,3/5/20,Russian Federation,0,0,0,3
5261,3/6/20,Russian Federation,0,0,1,4
5262,3/7/20,Russian Federation,0,0,3,7
5263,3/8/20,Russian Federation,0,0,0,7
5264,3/9/20,Russian Federation,0,0,0,7
5265,3/10/20,Russian Federation,0,0,0,7
5266,3/11/20,Russian Federation,0,0,0,7
5267,3/12/20,Russian Federation,0,0,13,20
5268,3/13/20,Russian Federation,0,0,14,34
5269,3/14/20,Russian Federation,0,0,0,34
5270,3/15/20,Russian Federation,0,0,0,34
5271,3/16/20,Russian Federation,0,0,29,63
5272,3/17/20,Russian Federation,0,0,30,93
5273,3/18/20,Russian Federation,0,0,21,114
5274,3/19/20,Russian Federation,0,0,33,147
5275,3/20/20,Russian Federation,0,0,52,199
5276,3/21/20,Russian Federation,0,0,54,253
5277,3/22/20,Russian Federation,0,0,53,306
5278,3/23/20,Russian Federation,0,0,132,438
5279,3/24/20,Russian Federation,0,0,0,438
5280,3/25/20,Russian Federation,0,0,220,658
5281,3/26/20,Russian Federation,2,2,182,840
5282,3/27/20,Russian Federation,1,3,196,1036
5283,3/28/20,Russian Federation,1,4,228,1264
5284,3/29/20,Russian Federation,4,8,270,1534
5285,3/30/20,Russian Federation,2,10,0,1534
5286,3/31/20,Russian Federation,0,9,303,1837
5287,4/1/20,Russian Federation,8,17,500,2337
5288,4/2/20,Russian Federation,7,24,440,2777
5289,4/3/20,Russian Federation,6,30,771,3548
5290,4/4/20,Russian Federation,4,34,601,4149
5291,4/5/20,Russian Federation,9,43,582,4731
5292,4/6/20,Russian Federation,2,45,658,5389
5293,4/7/20,Russian Federation,0,45,0,5389
5294,3/16/20,Rwanda,0,0,5,5
5295,3/17/20,Rwanda,0,0,2,7
5296,3/18/20,Rwanda,0,0,1,8
5297,3/19/20,Rwanda,0,0,3,11
5298,3/20/20,Rwanda,0,0,0,11
5299,3/21/20,Rwanda,0,0,0,11
5300,3/22/20,Rwanda,0,0,6,17
5301,3/23/20,Rwanda,0,0,0,17
5302,3/24/20,Rwanda,0,0,19,36
5303,3/25/20,Rwanda,0,0,4,40
5304,3/26/20,Rwanda,0,0,1,41
5305,3/27/20,Rwanda,0,0,9,50
5306,3/28/20,Rwanda,0,0,4,54
5307,3/29/20,Rwanda,0,0,6,60
5308,3/30/20,Rwanda,0,0,10,70
5309,3/31/20,Rwanda,0,0,0,70
5310,4/1/20,Rwanda,0,0,5,75
5311,4/2/20,Rwanda,0,0,7,82
5312,4/3/20,Rwanda,0,0,2,84
5313,4/4/20,Rwanda,0,0,5,89
5314,4/5/20,Rwanda,0,0,13,102
5315,4/6/20,Rwanda,0,0,0,102
5316,4/7/20,Rwanda,0,0,0,102
5317,3/3/20,Saint Barthélemy,0,0,1,1
5318,3/4/20,Saint Barthélemy,0,0,0,1
5319,3/5/20,Saint Barthélemy,0,0,0,1
5320,3/6/20,Saint Barthélemy,0,0,0,1
5321,3/7/20,Saint Barthélemy,0,0,0,1
5322,3/8/20,Saint Barthélemy,0,0,0,1
5323,3/9/20,Saint Barthélemy,0,0,0,1
5324,3/10/20,Saint Barthélemy,0,0,0,1
5325,3/11/20,Saint Barthélemy,0,0,0,1
5326,3/12/20,Saint Barthélemy,0,0,0,1
5327,3/13/20,Saint Barthélemy,0,0,0,1
5328,3/14/20,Saint Barthélemy,0,0,0,1
5329,3/15/20,Saint Barthélemy,0,0,0,1
5330,3/16/20,Saint Barthélemy,0,0,2,3
5331,3/17/20,Saint Barthélemy,0,0,0,3
5332,3/18/20,Saint Barthélemy,0,0,0,3
5333,3/19/20,Saint Barthélemy,0,0,0,3
5334,3/20/20,Saint Barthélemy,0,0,0,3
5335,3/21/20,Saint Barthélemy,0,0,0,3
5336,3/22/20,Saint Barthélemy,0,0,0,3
5337,3/23/20,Saint Barthélemy,0,0,0,3
5338,3/24/20,Saint Barthélemy,0,0,0,3
5339,3/25/20,Saint Barthélemy,0,0,0,3
5340,3/26/20,Saint Barthélemy,0,0,0,3
5341,3/27/20,Saint Barthélemy,0,0,0,3
5342,3/28/20,Saint Barthélemy,0,0,2,5
5343,3/29/20,Saint Barthélemy,0,0,0,5
5344,3/30/20,Saint Barthélemy,0,0,0,5
5345,3/31/20,Saint Barthélemy,0,0,1,6
5346,4/1/20,Saint Barthélemy,0,0,0,6
5347,4/2/20,Saint Barthélemy,0,0,0,6
5348,4/3/20,Saint Barthélemy,0,0,0,6
5349,4/4/20,Saint Barthélemy,0,0,0,6
5350,4/5/20,Saint Barthélemy,0,0,0,6
5351,4/6/20,Saint Barthélemy,0,0,0,6
5352,3/26/20,Saint Kitts and Nevis,0,0,2,2
5353,3/27/20,Saint Kitts and Nevis,0,0,0,2
5354,3/28/20,Saint Kitts and Nevis,0,0,0,2
5355,3/29/20,Saint Kitts and Nevis,0,0,0,2
5356,3/30/20,Saint Kitts and Nevis,0,0,2,4
5357,3/31/20,Saint Kitts and Nevis,0,0,0,2
5358,4/1/20,Saint Kitts and Nevis,0,0,6,8
5359,4/2/20,Saint Kitts and Nevis,0,0,0,8
5360,4/3/20,Saint Kitts and Nevis,0,0,0,8
5361,4/4/20,Saint Kitts and Nevis,0,0,0,8
5362,4/5/20,Saint Kitts and Nevis,0,0,1,9
5363,4/6/20,Saint Kitts and Nevis,0,0,0,9
5364,4/7/20,Saint Kitts and Nevis,0,0,0,9
5365,3/16/20,Saint Lucia,0,0,2,2
5366,3/17/20,Saint Lucia,0,0,0,2
5367,3/18/20,Saint Lucia,0,0,0,2
5368,3/19/20,Saint Lucia,0,0,0,2
5369,3/20/20,Saint Lucia,0,0,0,2
5370,3/21/20,Saint Lucia,0,0,0,2
5371,3/22/20,Saint Lucia,0,0,0,2
5372,3/23/20,Saint Lucia,0,0,0,2
5373,3/24/20,Saint Lucia,0,0,1,3
5374,3/25/20,Saint Lucia,0,0,0,3
5375,3/26/20,Saint Lucia,0,0,0,3
5376,3/27/20,Saint Lucia,0,0,0,3
5377,3/28/20,Saint Lucia,0,0,0,3
5378,3/29/20,Saint Lucia,0,0,0,3
5379,3/30/20,Saint Lucia,0,0,1,4
5380,3/31/20,Saint Lucia,0,0,5,9
5381,4/1/20,Saint Lucia,0,0,0,9
5382,4/2/20,Saint Lucia,0,0,4,13
5383,4/3/20,Saint Lucia,0,0,0,13
5384,4/4/20,Saint Lucia,0,0,0,13
5385,4/5/20,Saint Lucia,0,0,0,13
5386,4/6/20,Saint Lucia,0,0,1,14
5387,4/7/20,Saint Lucia,0,0,0,14
5388,3/3/20,Saint Martin,0,0,2,2
5389,3/4/20,Saint Martin,0,0,0,2
5390,3/5/20,Saint Martin,0,0,0,2
5391,3/6/20,Saint Martin,0,0,0,2
5392,3/7/20,Saint Martin,0,0,0,2
5393,3/8/20,Saint Martin,0,0,0,2
5394,3/9/20,Saint Martin,0,0,0,2
5395,3/10/20,Saint Martin,0,0,0,2
5396,3/11/20,Saint Martin,0,0,0,2
5397,3/12/20,Saint Martin,0,0,0,2
5398,3/13/20,Saint Martin,0,0,0,2
5399,3/14/20,Saint Martin,0,0,0,2
5400,3/15/20,Saint Martin,0,0,0,2
5401,3/16/20,Saint Martin,0,0,0,2
5402,3/17/20,Saint Martin,0,0,0,2
5403,3/18/20,Saint Martin,0,0,0,2
5404,3/19/20,Saint Martin,0,0,2,4
5405,3/20/20,Saint Martin,0,0,0,4
5406,3/21/20,Saint Martin,0,0,0,4
5407,3/22/20,Saint Martin,0,0,0,4
5408,3/23/20,Saint Martin,0,0,1,5
5409,3/24/20,Saint Martin,0,0,3,8
5410,3/25/20,Saint Martin,0,0,0,8
5411,3/26/20,Saint Martin,0,0,3,11
5412,3/27/20,Saint Martin,0,0,0,11
5413,3/28/20,Saint Martin,0,0,1,12
5414,3/29/20,Saint Martin,0,0,0,12
5415,3/30/20,Saint Martin,0,0,0,6
5416,3/31/20,Saint Martin,1,1,12,18
5417,4/1/20,Saint Martin,1,2,0,18
5418,4/2/20,Saint Martin,0,2,3,21
5419,4/3/20,Saint Martin,0,2,1,22
5420,4/4/20,Saint Martin,0,2,0,22
5421,4/5/20,Saint Martin,0,2,2,24
5422,4/6/20,Saint Martin,0,2,5,29
5423,4/7/20,Saint Martin,0,2,0,29
5424,3/13/20,Saint Vincent and the Grenadines,0,0,1,1
5425,3/14/20,Saint Vincent and the Grenadines,0,0,0,1
5426,3/15/20,Saint Vincent and the Grenadines,0,0,0,1
5427,3/16/20,Saint Vincent and the Grenadines,0,0,0,1
5428,3/17/20,Saint Vincent and the Grenadines,0,0,0,1
5429,3/18/20,Saint Vincent and the Grenadines,0,0,0,1
5430,3/19/20,Saint Vincent and the Grenadines,0,0,0,1
5431,3/20/20,Saint Vincent and the Grenadines,0,0,0,1
5432,3/21/20,Saint Vincent and the Grenadines,0,0,0,1
5433,3/22/20,Saint Vincent and the Grenadines,0,0,0,1
5434,3/23/20,Saint Vincent and the Grenadines,0,0,0,1
5435,3/24/20,Saint Vincent and the Grenadines,0,0,0,1
5436,3/25/20,Saint Vincent and the Grenadines,0,0,0,1
5437,3/26/20,Saint Vincent and the Grenadines,0,0,0,1
5438,3/27/20,Saint Vincent and the Grenadines,0,0,0,1
5439,3/28/20,Saint Vincent and the Grenadines,0,0,0,1
5440,3/29/20,Saint Vincent and the Grenadines,0,0,0,1
5441,3/30/20,Saint Vincent and the Grenadines,0,0,0,1
5442,3/31/20,Saint Vincent and the Grenadines,0,0,0,1
5443,4/1/20,Saint Vincent and the Grenadines,0,0,0,1
5444,4/2/20,Saint Vincent and the Grenadines,0,0,0,1
5445,4/3/20,Saint Vincent and the Grenadines,0,0,1,2
5446,4/4/20,Saint Vincent and the Grenadines,0,0,1,3
5447,4/5/20,Saint Vincent and the Grenadines,0,0,0,3
5448,4/6/20,Saint Vincent and the Grenadines,0,0,0,3
5449,4/7/20,Saint Vincent and the Grenadines,0,0,0,3
5450,2/29/20,San Marino,0,0,1,1
5451,3/1/20,San Marino,0,0,0,1
5452,3/2/20,San Marino,0,0,0,1
5453,3/3/20,San Marino,0,0,7,8
5454,3/4/20,San Marino,0,0,0,8
5455,3/5/20,San Marino,0,0,8,16
5456,3/6/20,San Marino,0,0,5,21
5457,3/7/20,San Marino,0,0,3,24
5458,3/8/20,San Marino,1,1,3,27
5459,3/9/20,San Marino,0,1,10,37
5460,3/10/20,San Marino,1,2,12,49
5461,3/11/20,San Marino,0,2,14,63
5462,3/12/20,San Marino,1,3,6,69
5463,3/13/20,San Marino,2,5,8,77
5464,3/14/20,San Marino,0,5,6,83
5465,3/15/20,San Marino,0,5,9,92
5466,3/16/20,San Marino,0,5,0,92
5467,3/17/20,San Marino,4,9,10,102
5468,3/18/20,San Marino,2,11,2,104
5469,3/19/20,San Marino,3,14,5,109
5470,3/20/20,San Marino,0,14,17,126
5471,3/21/20,San Marino,0,14,25,151
5472,3/22/20,San Marino,6,20,0,151
5473,3/23/20,San Marino,0,20,0,151
5474,3/24/20,San Marino,0,20,36,187
5475,3/25/20,San Marino,1,21,0,187
5476,3/26/20,San Marino,0,21,21,208
5477,3/27/20,San Marino,0,21,10,218
5478,3/28/20,San Marino,0,21,10,228
5479,3/29/20,San Marino,1,22,0,228
5480,3/30/20,San Marino,2,24,1,229
5481,3/31/20,San Marino,1,25,1,230
5482,4/1/20,San Marino,1,26,6,236
5483,4/2/20,San Marino,2,28,0,236
5484,4/3/20,San Marino,2,30,9,245
5485,4/4/20,San Marino,2,32,7,252
5486,4/5/20,San Marino,0,32,7,259
5487,4/6/20,San Marino,0,32,7,266
5488,4/7/20,San Marino,0,32,0,266
5489,4/7/20,Sao Tome and Principe,0,0,4,4
5490,3/3/20,Saudi Arabia,0,0,1,1
5491,3/4/20,Saudi Arabia,0,0,0,1
5492,3/5/20,Saudi Arabia,0,0,1,2
5493,3/6/20,Saudi Arabia,0,0,3,5
5494,3/7/20,Saudi Arabia,0,0,0,5
5495,3/8/20,Saudi Arabia,0,0,2,7
5496,3/9/20,Saudi Arabia,0,0,8,15
5497,3/10/20,Saudi Arabia,0,0,0,15
5498,3/11/20,Saudi Arabia,0,0,5,20
5499,3/12/20,Saudi Arabia,0,0,1,21
5500,3/13/20,Saudi Arabia,0,0,0,21
5501,3/14/20,Saudi Arabia,0,0,41,62
5502,3/15/20,Saudi Arabia,0,0,41,103
5503,3/16/20,Saudi Arabia,0,0,0,103
5504,3/17/20,Saudi Arabia,0,0,30,133
5505,3/18/20,Saudi Arabia,0,0,38,171
5506,3/19/20,Saudi Arabia,0,0,67,238
5507,3/20/20,Saudi Arabia,0,0,0,238
5508,3/21/20,Saudi Arabia,0,0,36,274
5509,3/22/20,Saudi Arabia,0,0,118,392
5510,3/23/20,Saudi Arabia,0,0,119,511
5511,3/24/20,Saudi Arabia,0,0,51,562
5512,3/25/20,Saudi Arabia,1,1,205,767
5513,3/26/20,Saudi Arabia,1,2,133,900
5514,3/27/20,Saudi Arabia,1,3,112,1012
5515,3/28/20,Saudi Arabia,0,3,92,1104
5516,3/29/20,Saudi Arabia,1,4,99,1203
5517,3/30/20,Saudi Arabia,4,8,96,1299
5518,3/31/20,Saudi Arabia,0,8,154,1453
5519,4/1/20,Saudi Arabia,2,10,110,1563
5520,4/2/20,Saudi Arabia,6,16,157,1720
5521,4/3/20,Saudi Arabia,5,21,165,1885
5522,4/4/20,Saudi Arabia,4,25,154,2039
5523,4/5/20,Saudi Arabia,4,29,331,2370
5524,4/6/20,Saudi Arabia,5,34,93,2463
5525,4/7/20,Saudi Arabia,4,38,60,2523
5526,3/3/20,Senegal,0,0,1,1
5527,3/4/20,Senegal,0,0,0,1
5528,3/5/20,Senegal,0,0,3,4
5529,3/6/20,Senegal,0,0,0,4
5530,3/7/20,Senegal,0,0,0,4
5531,3/8/20,Senegal,0,0,0,4
5532,3/9/20,Senegal,0,0,0,4
5533,3/10/20,Senegal,0,0,0,4
5534,3/11/20,Senegal,0,0,0,4
5535,3/12/20,Senegal,0,0,0,4
5536,3/13/20,Senegal,0,0,6,10
5537,3/14/20,Senegal,0,0,0,10
5538,3/15/20,Senegal,0,0,11,21
5539,3/16/20,Senegal,0,0,5,26
5540,3/17/20,Senegal,0,0,1,27
5541,3/18/20,Senegal,0,0,4,31
5542,3/19/20,Senegal,0,0,5,36
5543,3/20/20,Senegal,0,0,2,38
5544,3/21/20,Senegal,0,0,0,38
5545,3/22/20,Senegal,0,0,18,56
5546,3/23/20,Senegal,0,0,11,67
5547,3/24/20,Senegal,0,0,12,79
5548,3/25/20,Senegal,0,0,7,86
5549,3/26/20,Senegal,0,0,13,99
5550,3/27/20,Senegal,0,0,6,105
5551,3/28/20,Senegal,0,0,14,119
5552,3/29/20,Senegal,0,0,0,119
5553,3/30/20,Senegal,0,0,23,142
5554,3/31/20,Senegal,0,0,20,162
5555,4/1/20,Senegal,0,0,13,175
5556,4/2/20,Senegal,1,1,15,190
5557,4/3/20,Senegal,0,1,5,195
5558,4/4/20,Senegal,0,1,12,207
5559,4/5/20,Senegal,1,2,12,219
5560,4/6/20,Senegal,0,2,3,222
5561,4/7/20,Senegal,0,2,4,226
5562,3/6/20,Serbia,0,0,1,1
5563,3/7/20,Serbia,0,0,0,1
5564,3/8/20,Serbia,0,0,0,1
5565,3/9/20,Serbia,0,0,0,1
5566,3/10/20,Serbia,0,0,0,1
5567,3/11/20,Serbia,0,0,11,12
5568,3/12/20,Serbia,0,0,7,19
5569,3/13/20,Serbia,0,0,12,31
5570,3/14/20,Serbia,0,0,0,31
5571,3/15/20,Serbia,0,0,10,41
5572,3/16/20,Serbia,0,0,0,41
5573,3/17/20,Serbia,0,0,16,57
5574,3/18/20,Serbia,0,0,15,72
5575,3/19/20,Serbia,0,0,10,82
5576,3/20/20,Serbia,0,0,41,123
5577,3/21/20,Serbia,1,1,12,135
5578,3/22/20,Serbia,0,1,38,173
5579,3/23/20,Serbia,0,1,46,219
5580,3/24/20,Serbia,1,2,30,249
5581,3/25/20,Serbia,1,3,54,303
5582,3/26/20,Serbia,1,4,81,384
5583,3/27/20,Serbia,3,7,73,457
5584,3/28/20,Serbia,0,7,71,528
5585,3/29/20,Serbia,3,10,131,659
5586,3/30/20,Serbia,3,13,82,741
5587,3/31/20,Serbia,0,13,44,785
5588,4/1/20,Serbia,0,13,115,900
5589,4/2/20,Serbia,0,13,160,1060
5590,4/3/20,Serbia,0,13,111,1171
5591,4/4/20,Serbia,26,39,305,1476
5592,4/5/20,Serbia,0,39,148,1624
5593,4/6/20,Serbia,12,51,284,1908
5594,4/7/20,Serbia,0,51,0,1908
5595,3/16/20,Seychelles,0,0,2,2
5596,3/17/20,Seychelles,0,0,2,4
5597,3/18/20,Seychelles,0,0,0,4
5598,3/19/20,Seychelles,0,0,2,6
5599,3/20/20,Seychelles,0,0,0,6
5600,3/21/20,Seychelles,0,0,0,6
5601,3/22/20,Seychelles,0,0,1,7
5602,3/23/20,Seychelles,0,0,0,7
5603,3/24/20,Seychelles,0,0,0,7
5604,3/25/20,Seychelles,0,0,0,7
5605,3/26/20,Seychelles,0,0,0,7
5606,3/27/20,Seychelles,0,0,0,7
5607,3/28/20,Seychelles,0,0,0,7
5608,3/29/20,Seychelles,0,0,0,7
5609,3/30/20,Seychelles,0,0,1,8
5610,3/31/20,Seychelles,0,0,0,8
5611,4/1/20,Seychelles,0,0,0,8
5612,4/2/20,Seychelles,0,0,2,10
5613,4/3/20,Seychelles,0,0,0,10
5614,4/4/20,Seychelles,0,0,0,10
5615,4/5/20,Seychelles,0,0,0,10
5616,4/6/20,Seychelles,0,0,0,10
5617,4/7/20,Seychelles,0,0,0,10
5618,4/1/20,Sierra Leone,0,0,1,1
5619,4/2/20,Sierra Leone,0,0,1,2
5620,4/3/20,Sierra Leone,0,0,0,2
5621,4/4/20,Sierra Leone,0,0,0,2
5622,4/5/20,Sierra Leone,0,0,2,4
5623,4/6/20,Sierra Leone,0,0,2,6
5624,4/7/20,Sierra Leone,0,0,0,6
5625,1/24/20,Singapore,0,0,1,1
5626,1/25/20,Singapore,0,0,2,3
5627,1/26/20,Singapore,0,0,0,3
5628,1/27/20,Singapore,0,0,1,4
5629,1/28/20,Singapore,0,0,1,5
5630,1/29/20,Singapore,0,0,2,7
5631,1/30/20,Singapore,0,0,3,10
5632,1/31/20,Singapore,0,0,3,13
5633,2/1/20,Singapore,0,0,3,16
5634,2/2/20,Singapore,0,0,2,18
5635,2/3/20,Singapore,0,0,0,18
5636,2/4/20,Singapore,0,0,0,18
5637,2/5/20,Singapore,0,0,6,24
5638,2/6/20,Singapore,0,0,4,28
5639,2/7/20,Singapore,0,0,2,30
5640,2/8/20,Singapore,0,0,3,33
5641,2/9/20,Singapore,0,0,7,40
5642,2/10/20,Singapore,0,0,3,43
5643,2/11/20,Singapore,0,0,2,45
5644,2/12/20,Singapore,0,0,2,47
5645,2/13/20,Singapore,0,0,3,50
5646,2/14/20,Singapore,0,0,8,58
5647,2/15/20,Singapore,0,0,9,67
5648,2/16/20,Singapore,0,0,5,72
5649,2/17/20,Singapore,0,0,3,75
5650,2/18/20,Singapore,0,0,2,77
5651,2/19/20,Singapore,0,0,4,81
5652,2/20/20,Singapore,0,0,3,84
5653,2/21/20,Singapore,0,0,1,85
5654,2/22/20,Singapore,0,0,1,86
5655,2/23/20,Singapore,0,0,3,89
5656,2/24/20,Singapore,0,0,0,89
5657,2/25/20,Singapore,0,0,1,90
5658,2/26/20,Singapore,0,0,1,91
5659,2/27/20,Singapore,0,0,2,93
5660,2/28/20,Singapore,0,0,3,96
5661,2/29/20,Singapore,0,0,2,98
5662,3/1/20,Singapore,0,0,4,102
5663,3/2/20,Singapore,0,0,4,106
5664,3/3/20,Singapore,0,0,2,108
5665,3/4/20,Singapore,0,0,2,110
5666,3/5/20,Singapore,0,0,0,110
5667,3/6/20,Singapore,0,0,7,117
5668,3/7/20,Singapore,0,0,13,130
5669,3/8/20,Singapore,0,0,8,138
5670,3/9/20,Singapore,0,0,12,150
5671,3/10/20,Singapore,0,0,10,160
5672,3/11/20,Singapore,0,0,6,166
5673,3/12/20,Singapore,0,0,12,178
5674,3/13/20,Singapore,0,0,9,187
5675,3/14/20,Singapore,0,0,13,200
5676,3/15/20,Singapore,0,0,12,212
5677,3/16/20,Singapore,0,0,31,243
5678,3/17/20,Singapore,0,0,0,243
5679,3/18/20,Singapore,0,0,23,266
5680,3/19/20,Singapore,0,0,47,313
5681,3/20/20,Singapore,0,0,32,345
5682,3/21/20,Singapore,2,2,40,385
5683,3/22/20,Singapore,0,2,47,432
5684,3/23/20,Singapore,0,2,23,455
5685,3/24/20,Singapore,0,2,52,507
5686,3/25/20,Singapore,0,2,51,558
5687,3/26/20,Singapore,0,2,73,631
5688,3/27/20,Singapore,0,2,52,683
5689,3/28/20,Singapore,0,2,49,732
5690,3/29/20,Singapore,0,2,70,802
5691,3/30/20,Singapore,1,3,42,844
5692,3/31/20,Singapore,0,3,35,879
5693,4/1/20,Singapore,0,3,47,926
5694,4/2/20,Singapore,0,3,74,1000
5695,4/3/20,Singapore,1,4,49,1049
5696,4/4/20,Singapore,1,5,65,1114
5697,4/5/20,Singapore,0,5,75,1189
5698,4/6/20,Singapore,1,6,120,1309
5699,4/7/20,Singapore,0,6,0,1309
5700,3/18/20,Sint Maarten,0,0,1,1
5701,3/19/20,Sint Maarten,0,0,0,1
5702,3/20/20,Sint Maarten,0,0,0,1
5703,3/21/20,Sint Maarten,0,0,0,1
5704,3/22/20,Sint Maarten,0,0,0,1
5705,3/23/20,Sint Maarten,0,0,0,1
5706,3/24/20,Sint Maarten,0,0,1,2
5707,3/25/20,Sint Maarten,0,0,0,2
5708,3/26/20,Sint Maarten,0,0,0,2
5709,3/27/20,Sint Maarten,0,0,0,2
5710,3/28/20,Sint Maarten,0,0,1,3
5711,3/29/20,Sint Maarten,0,0,0,3
5712,3/30/20,Sint Maarten,0,0,0,3
5713,3/31/20,Sint Maarten,0,0,3,6
5714,4/1/20,Sint Maarten,0,0,0,6
5715,4/2/20,Sint Maarten,0,0,0,6
5716,4/3/20,Sint Maarten,1,1,12,18
5717,4/4/20,Sint Maarten,1,2,5,23
5718,4/5/20,Sint Maarten,0,2,0,23
5719,4/6/20,Sint Maarten,0,2,0,23
5720,4/7/20,Sint Maarten,0,2,0,23
5721,3/7/20,Slovakia,0,0,1,1
5722,3/8/20,Slovakia,0,0,2,3
5723,3/9/20,Slovakia,0,0,2,5
5724,3/10/20,Slovakia,0,0,2,7
5725,3/11/20,Slovakia,0,0,0,7
5726,3/12/20,Slovakia,0,0,3,10
5727,3/13/20,Slovakia,0,0,11,21
5728,3/14/20,Slovakia,0,0,11,32
5729,3/15/20,Slovakia,0,0,12,44
5730,3/16/20,Slovakia,0,0,17,61
5731,3/17/20,Slovakia,0,0,11,72
5732,3/18/20,Slovakia,0,0,25,97
5733,3/19/20,Slovakia,0,0,10,107
5734,3/20/20,Slovakia,0,0,16,123
5735,3/21/20,Slovakia,0,0,14,137
5736,3/22/20,Slovakia,0,0,41,178
5737,3/23/20,Slovakia,0,0,7,185
5738,3/24/20,Slovakia,0,0,6,191
5739,3/25/20,Slovakia,0,0,13,204
5740,3/26/20,Slovakia,0,0,12,216
5741,3/27/20,Slovakia,0,0,10,226
5742,3/28/20,Slovakia,0,0,69,295
5743,3/29/20,Slovakia,0,0,0,295
5744,3/30/20,Slovakia,0,0,41,336
5745,3/31/20,Slovakia,0,0,0,336
5746,4/1/20,Slovakia,0,0,27,363
5747,4/2/20,Slovakia,0,0,37,400
5748,4/3/20,Slovakia,0,0,26,426
5749,4/4/20,Slovakia,0,0,24,450
5750,4/5/20,Slovakia,0,0,21,471
5751,4/6/20,Slovakia,0,0,14,485
5752,4/7/20,Slovakia,0,0,0,485
5753,3/5/20,Slovenia,0,0,1,1
5754,3/6/20,Slovenia,0,0,5,6
5755,3/7/20,Slovenia,0,0,3,9
5756,3/8/20,Slovenia,0,0,3,12
5757,3/9/20,Slovenia,0,0,4,16
5758,3/10/20,Slovenia,0,0,7,23
5759,3/11/20,Slovenia,0,0,8,31
5760,3/12/20,Slovenia,0,0,26,57
5761,3/13/20,Slovenia,0,0,0,57
5762,3/14/20,Slovenia,0,0,84,141
5763,3/15/20,Slovenia,0,0,0,141
5764,3/16/20,Slovenia,0,0,78,219
5765,3/17/20,Slovenia,0,0,34,253
5766,3/18/20,Slovenia,1,1,22,275
5767,3/19/20,Slovenia,0,1,11,286
5768,3/20/20,Slovenia,0,1,33,319
5769,3/21/20,Slovenia,0,1,22,341
5770,3/22/20,Slovenia,0,1,42,383
5771,3/23/20,Slovenia,0,1,31,414
5772,3/24/20,Slovenia,0,1,28,442
5773,3/25/20,Slovenia,2,3,38,480
5774,3/26/20,Slovenia,1,4,48,528
5775,3/27/20,Slovenia,1,5,49,577
5776,3/28/20,Slovenia,4,9,55,632
5777,3/29/20,Slovenia,0,9,59,691
5778,3/30/20,Slovenia,2,11,39,730
5779,3/31/20,Slovenia,0,11,33,763
5780,4/1/20,Slovenia,2,13,51,814
5781,4/2/20,Slovenia,2,15,27,841
5782,4/3/20,Slovenia,1,16,56,897
5783,4/4/20,Slovenia,4,20,37,934
5784,4/5/20,Slovenia,2,22,43,977
5785,4/6/20,Slovenia,6,28,20,997
5786,4/7/20,Slovenia,0,28,0,997
5787,3/17/20,Somalia,0,0,1,1
5788,3/18/20,Somalia,0,0,0,1
5789,3/19/20,Somalia,0,0,0,1
5790,3/20/20,Somalia,0,0,0,1
5791,3/21/20,Somalia,0,0,0,1
5792,3/22/20,Somalia,0,0,0,1
5793,3/23/20,Somalia,0,0,0,1
5794,3/24/20,Somalia,0,0,0,1
5795,3/25/20,Somalia,0,0,0,1
5796,3/26/20,Somalia,0,0,1,2
5797,3/27/20,Somalia,0,0,1,3
5798,3/28/20,Somalia,0,0,0,3
5799,3/29/20,Somalia,0,0,0,3
5800,3/30/20,Somalia,0,0,0,3
5801,3/31/20,Somalia,0,0,0,3
5802,4/1/20,Somalia,0,0,2,5
5803,4/2/20,Somalia,0,0,0,5
5804,4/3/20,Somalia,0,0,0,5
5805,4/4/20,Somalia,0,0,2,7
5806,4/5/20,Somalia,0,0,0,7
5807,4/6/20,Somalia,0,0,0,7
5808,4/7/20,Somalia,0,0,0,7
5809,3/6/20,South Africa,0,0,1,1
5810,3/7/20,South Africa,0,0,0,1
5811,3/8/20,South Africa,0,0,1,2
5812,3/9/20,South Africa,0,0,1,3
5813,3/10/20,South Africa,0,0,4,7
5814,3/11/20,South Africa,0,0,0,7
5815,3/12/20,South Africa,0,0,6,13
5816,3/13/20,South Africa,0,0,4,17
5817,3/14/20,South Africa,0,0,0,17
5818,3/15/20,South Africa,0,0,21,38
5819,3/16/20,South Africa,0,0,13,51
5820,3/17/20,South Africa,0,0,11,62
