id,day,countryname,deaths,cumulativedeaths,confirmed,cumulativeconfirmed,forecastid,Day_num,Day2,Month,Year
26.0,2020-03-21,0,0.0,0.0,2.0,24.0,-1.0,72,21,3,2020
27.0,2020-03-22,0,0.0,0.0,0.0,24.0,-1.0,73,22,3,2020
28.0,2020-03-23,0,1.0,1.0,16.0,40.0,-1.0,74,23,3,2020
29.0,2020-03-24,0,0.0,1.0,2.0,42.0,-1.0,75,24,3,2020
30.0,2020-03-25,0,0.0,1.0,32.0,74.0,-1.0,76,25,3,2020
31.0,2020-03-26,0,1.0,2.0,6.0,80.0,-1.0,77,26,3,2020
32.0,2020-03-27,0,0.0,2.0,0.0,80.0,-1.0,78,27,3,2020
33.0,2020-03-28,0,0.0,2.0,26.0,106.0,-1.0,79,28,3,2020
34.0,2020-03-29,0,2.0,4.0,8.0,114.0,-1.0,80,29,3,2020
35.0,2020-03-30,0,0.0,4.0,0.0,114.0,-1.0,81,30,3,2020
36.0,2020-03-31,0,0.0,4.0,52.0,166.0,-1.0,82,31,3,2020
37.0,2020-04-01,0,0.0,4.0,26.0,192.0,-1.0,83,1,4,2020
38.0,2020-04-02,0,0.0,4.0,43.0,235.0,-1.0,84,2,4,2020
39.0,2020-04-03,0,1.0,5.0,34.0,269.0,-1.0,85,3,4,2020
40.0,2020-04-04,0,0.0,5.0,1.0,270.0,-1.0,86,4,4,2020
41.0,2020-04-05,0,2.0,7.0,29.0,299.0,-1.0,87,5,4,2020
42.0,2020-04-06,0,0.0,7.0,38.0,337.0,-1.0,88,6,4,2020
43.0,2020-04-07,0,0.0,7.0,0.0,337.0,-1.0,89,7,4,2020
44.0,2020-03-09,1,0.0,0.0,2.0,2.0,-1.0,60,9,3,2020
45.0,2020-03-10,1,0.0,0.0,0.0,2.0,-1.0,61,10,3,2020
46.0,2020-03-11,1,0.0,0.0,8.0,10.0,-1.0,62,11,3,2020
47.0,2020-03-12,1,0.0,0.0,0.0,10.0,-1.0,63,12,3,2020
48.0,2020-03-13,1,0.0,0.0,13.0,23.0,-1.0,64,13,3,2020
49.0,2020-03-14,1,1.0,1.0,10.0,33.0,-1.0,65,14,3,2020
50.0,2020-03-15,1,0.0,1.0,5.0,38.0,-1.0,66,15,3,2020
51.0,2020-03-16,1,0.0,1.0,4.0,42.0,-1.0,67,16,3,2020
52.0,2020-03-17,1,0.0,1.0,9.0,51.0,-1.0,68,17,3,2020
53.0,2020-03-18,1,0.0,1.0,4.0,55.0,-1.0,69,18,3,2020
54.0,2020-03-19,1,1.0,2.0,4.0,59.0,-1.0,70,19,3,2020
55.0,2020-03-20,1,0.0,2.0,11.0,70.0,-1.0,71,20,3,2020
56.0,2020-03-21,1,0.0,2.0,0.0,70.0,-1.0,72,21,3,2020
57.0,2020-03-22,1,0.0,2.0,6.0,76.0,-1.0,73,22,3,2020
58.0,2020-03-23,1,0.0,2.0,13.0,89.0,-1.0,74,23,3,2020
59.0,2020-03-24,1,2.0,4.0,34.0,123.0,-1.0,75,24,3,2020
60.0,2020-03-25,1,1.0,5.0,23.0,146.0,-1.0,76,25,3,2020
61.0,2020-03-26,1,0.0,5.0,28.0,174.0,-1.0,77,26,3,2020
62.0,2020-03-27,1,3.0,8.0,12.0,186.0,-1.0,78,27,3,2020
63.0,2020-03-28,1,1.0,9.0,11.0,197.0,-1.0,79,28,3,2020
64.0,2020-03-29,1,1.0,10.0,15.0,212.0,-1.0,80,29,3,2020
65.0,2020-03-30,1,0.0,10.0,11.0,223.0,-1.0,81,30,3,2020
66.0,2020-03-31,1,1.0,11.0,0.0,223.0,-1.0,82,31,3,2020
67.0,2020-04-01,1,2.0,13.0,20.0,243.0,-1.0,83,1,4,2020
68.0,2020-04-02,1,2.0,15.0,34.0,277.0,-1.0,84,2,4,2020
69.0,2020-04-03,1,1.0,16.0,0.0,277.0,-1.0,85,3,4,2020
70.0,2020-04-04,1,1.0,17.0,56.0,333.0,-1.0,86,4,4,2020
71.0,2020-04-05,1,1.0,18.0,0.0,333.0,-1.0,87,5,4,2020
72.0,2020-04-06,1,3.0,21.0,44.0,377.0,-1.0,88,6,4,2020
73.0,2020-04-07,1,0.0,21.0,0.0,377.0,-1.0,89,7,4,2020
74.0,2020-02-26,2,0.0,0.0,1.0,1.0,-1.0,48,26,2,2020
75.0,2020-02-27,2,0.0,0.0,0.0,1.0,-1.0,49,27,2,2020
76.0,2020-02-28,2,0.0,0.0,0.0,1.0,-1.0,50,28,2,2020
77.0,2020-02-29,2,0.0,0.0,0.0,1.0,-1.0,51,29,2,2020
78.0,2020-03-01,2,0.0,0.0,0.0,1.0,-1.0,52,1,3,2020
79.0,2020-03-02,2,0.0,0.0,0.0,1.0,-1.0,53,2,3,2020
80.0,2020-03-03,2,0.0,0.0,4.0,5.0,-1.0,54,3,3,2020
81.0,2020-03-04,2,0.0,0.0,0.0,5.0,-1.0,55,4,3,2020
82.0,2020-03-05,2,0.0,0.0,7.0,12.0,-1.0,56,5,3,2020
83.0,2020-03-06,2,0.0,0.0,0.0,12.0,-1.0,57,6,3,2020
84.0,2020-03-07,2,0.0,0.0,5.0,17.0,-1.0,58,7,3,2020
85.0,2020-03-08,2,0.0,0.0,0.0,17.0,-1.0,59,8,3,2020
86.0,2020-03-09,2,0.0,0.0,3.0,20.0,-1.0,60,9,3,2020
87.0,2020-03-10,2,0.0,0.0,0.0,20.0,-1.0,61,10,3,2020
88.0,2020-03-11,2,0.0,0.0,0.0,20.0,-1.0,62,11,3,2020
89.0,2020-03-12,2,1.0,1.0,5.0,25.0,-1.0,63,12,3,2020
90.0,2020-03-13,2,0.0,1.0,0.0,25.0,-1.0,64,13,3,2020
91.0,2020-03-14,2,1.0,2.0,1.0,26.0,-1.0,65,14,3,2020
92.0,2020-03-15,2,1.0,3.0,11.0,37.0,-1.0,66,15,3,2020
93.0,2020-03-16,2,0.0,3.0,12.0,49.0,-1.0,67,16,3,2020
94.0,2020-03-17,2,1.0,4.0,11.0,60.0,-1.0,68,17,3,2020
95.0,2020-03-18,2,0.0,4.0,0.0,60.0,-1.0,69,18,3,2020
96.0,2020-03-19,2,2.0,6.0,12.0,72.0,-1.0,70,19,3,2020
97.0,2020-03-20,2,1.0,7.0,10.0,82.0,-1.0,71,20,3,2020
98.0,2020-03-21,2,3.0,10.0,12.0,94.0,-1.0,72,21,3,2020
99.0,2020-03-22,2,5.0,15.0,0.0,94.0,-1.0,73,22,3,2020
100.0,2020-03-23,2,2.0,17.0,107.0,201.0,-1.0,74,23,3,2020
101.0,2020-03-24,2,0.0,17.0,30.0,231.0,-1.0,75,24,3,2020
102.0,2020-03-25,2,0.0,17.0,33.0,264.0,-1.0,76,25,3,2020
103.0,2020-03-26,2,0.0,17.0,0.0,264.0,-1.0,77,26,3,2020
104.0,2020-03-27,2,4.0,21.0,41.0,305.0,-1.0,78,27,3,2020
105.0,2020-03-28,2,4.0,25.0,62.0,367.0,-1.0,79,28,3,2020
106.0,2020-03-29,2,1.0,26.0,42.0,409.0,-1.0,80,29,3,2020
107.0,2020-03-30,2,3.0,29.0,45.0,454.0,-1.0,81,30,3,2020
108.0,2020-03-31,2,2.0,31.0,57.0,511.0,-1.0,82,31,3,2020
109.0,2020-04-01,2,4.0,35.0,73.0,584.0,-1.0,83,1,4,2020
110.0,2020-04-02,2,23.0,58.0,263.0,847.0,-1.0,84,2,4,2020
111.0,2020-04-03,2,25.0,83.0,139.0,986.0,-1.0,85,3,4,2020
112.0,2020-04-04,2,0.0,83.0,0.0,986.0,-1.0,86,4,4,2020
113.0,2020-04-05,2,47.0,130.0,265.0,1251.0,-1.0,87,5,4,2020
114.0,2020-04-06,2,0.0,130.0,0.0,1251.0,-1.0,88,6,4,2020
115.0,2020-04-07,2,0.0,130.0,0.0,1251.0,-1.0,89,7,4,2020
116.0,2020-03-03,3,0.0,0.0,1.0,1.0,-1.0,54,3,3,2020
117.0,2020-03-04,3,0.0,0.0,0.0,1.0,-1.0,55,4,3,2020
118.0,2020-03-05,3,0.0,0.0,0.0,1.0,-1.0,56,5,3,2020
119.0,2020-03-06,3,0.0,0.0,0.0,1.0,-1.0,57,6,3,2020
120.0,2020-03-07,3,0.0,0.0,0.0,1.0,-1.0,58,7,3,2020
121.0,2020-03-08,3,0.0,0.0,0.0,1.0,-1.0,59,8,3,2020
122.0,2020-03-09,3,0.0,0.0,0.0,1.0,-1.0,60,9,3,2020
123.0,2020-03-10,3,0.0,0.0,0.0,1.0,-1.0,61,10,3,2020
124.0,2020-03-11,3,0.0,0.0,0.0,1.0,-1.0,62,11,3,2020
125.0,2020-03-12,3,0.0,0.0,0.0,1.0,-1.0,63,12,3,2020
126.0,2020-03-13,3,0.0,0.0,0.0,1.0,-1.0,64,13,3,2020
127.0,2020-03-14,3,0.0,0.0,1.0,2.0,-1.0,65,14,3,2020
128.0,2020-03-15,3,0.0,0.0,0.0,2.0,-1.0,66,15,3,2020
129.0,2020-03-16,3,0.0,0.0,0.0,2.0,-1.0,67,16,3,2020
130.0,2020-03-17,3,0.0,0.0,12.0,14.0,-1.0,68,17,3,2020
131.0,2020-03-18,3,0.0,0.0,2.0,16.0,-1.0,69,18,3,2020
132.0,2020-03-19,3,0.0,0.0,23.0,39.0,-1.0,70,19,3,2020
133.0,2020-03-20,3,0.0,0.0,36.0,75.0,-1.0,71,20,3,2020
134.0,2020-03-21,3,0.0,0.0,0.0,75.0,-1.0,72,21,3,2020
135.0,2020-03-22,3,0.0,0.0,13.0,88.0,-1.0,73,22,3,2020
136.0,2020-03-23,3,0.0,0.0,25.0,113.0,-1.0,74,23,3,2020
137.0,2020-03-24,3,1.0,1.0,51.0,164.0,-1.0,75,24,3,2020
138.0,2020-03-25,3,0.0,1.0,24.0,188.0,-1.0,76,25,3,2020
139.0,2020-03-26,3,2.0,3.0,25.0,213.0,-1.0,77,26,3,2020
140.0,2020-03-27,3,0.0,3.0,18.0,231.0,-1.0,78,27,3,2020
141.0,2020-03-28,3,0.0,3.0,58.0,289.0,-1.0,79,28,3,2020
142.0,2020-03-29,3,1.0,4.0,32.0,321.0,-1.0,80,29,3,2020
143.0,2020-03-30,3,2.0,6.0,20.0,341.0,-1.0,81,30,3,2020
144.0,2020-03-31,3,2.0,8.0,29.0,370.0,-1.0,82,31,3,2020
145.0,2020-04-01,3,4.0,12.0,6.0,376.0,-1.0,83,1,4,2020
146.0,2020-04-02,3,1.0,13.0,20.0,396.0,-1.0,84,2,4,2020
147.0,2020-04-03,3,2.0,15.0,33.0,429.0,-1.0,85,3,4,2020
148.0,2020-04-04,3,1.0,16.0,13.0,442.0,-1.0,86,4,4,2020
149.0,2020-04-05,3,1.0,17.0,24.0,466.0,-1.0,87,5,4,2020
150.0,2020-04-06,3,0.0,17.0,57.0,523.0,-1.0,88,6,4,2020
151.0,2020-04-07,3,0.0,17.0,0.0,523.0,-1.0,89,7,4,2020
152.0,2020-03-22,4,0.0,0.0,2.0,2.0,-1.0,73,22,3,2020
153.0,2020-03-23,4,0.0,0.0,0.0,2.0,-1.0,74,23,3,2020
154.0,2020-03-24,4,0.0,0.0,0.0,2.0,-1.0,75,24,3,2020
155.0,2020-03-25,4,0.0,0.0,0.0,2.0,-1.0,76,25,3,2020
156.0,2020-03-26,4,0.0,0.0,0.0,2.0,-1.0,77,26,3,2020
157.0,2020-03-27,4,0.0,0.0,0.0,2.0,-1.0,78,27,3,2020
158.0,2020-03-28,4,0.0,0.0,0.0,2.0,-1.0,79,28,3,2020
159.0,2020-03-29,4,0.0,0.0,0.0,2.0,-1.0,80,29,3,2020
160.0,2020-03-30,4,0.0,0.0,0.0,2.0,-1.0,81,30,3,2020
161.0,2020-03-31,4,0.0,0.0,0.0,2.0,-1.0,82,31,3,2020
162.0,2020-04-01,4,2.0,2.0,5.0,7.0,-1.0,83,1,4,2020
163.0,2020-04-02,4,0.0,2.0,1.0,8.0,-1.0,84,2,4,2020
164.0,2020-04-03,4,0.0,2.0,0.0,8.0,-1.0,85,3,4,2020
165.0,2020-04-04,4,0.0,2.0,2.0,10.0,-1.0,86,4,4,2020
166.0,2020-04-05,4,0.0,2.0,0.0,10.0,-1.0,87,5,4,2020
167.0,2020-04-06,4,0.0,2.0,4.0,14.0,-1.0,88,6,4,2020
168.0,2020-04-07,4,0.0,2.0,0.0,14.0,-1.0,89,7,4,2020
169.0,2020-03-27,5,0.0,0.0,2.0,2.0,-1.0,78,27,3,2020
170.0,2020-03-28,5,0.0,0.0,0.0,2.0,-1.0,79,28,3,2020
171.0,2020-03-29,5,0.0,0.0,0.0,2.0,-1.0,80,29,3,2020
172.0,2020-03-30,5,0.0,0.0,0.0,2.0,-1.0,81,30,3,2020
173.0,2020-03-31,5,0.0,0.0,0.0,2.0,-1.0,82,31,3,2020
174.0,2020-04-01,5,0.0,0.0,0.0,2.0,-1.0,83,1,4,2020
175.0,2020-04-02,5,0.0,0.0,0.0,2.0,-1.0,84,2,4,2020
176.0,2020-04-03,5,0.0,0.0,0.0,2.0,-1.0,85,3,4,2020
177.0,2020-04-04,5,0.0,0.0,1.0,3.0,-1.0,86,4,4,2020
178.0,2020-04-05,5,0.0,0.0,0.0,3.0,-1.0,87,5,4,2020
179.0,2020-04-06,5,0.0,0.0,0.0,3.0,-1.0,88,6,4,2020
180.0,2020-04-07,5,0.0,0.0,0.0,3.0,-1.0,89,7,4,2020
181.0,2020-03-14,6,0.0,0.0,1.0,1.0,-1.0,65,14,3,2020
182.0,2020-03-15,6,0.0,0.0,0.0,1.0,-1.0,66,15,3,2020
183.0,2020-03-16,6,0.0,0.0,0.0,1.0,-1.0,67,16,3,2020
184.0,2020-03-17,6,0.0,0.0,0.0,1.0,-1.0,68,17,3,2020
185.0,2020-03-18,6,0.0,0.0,0.0,1.0,-1.0,69,18,3,2020
186.0,2020-03-19,6,0.0,0.0,0.0,1.0,-1.0,70,19,3,2020
187.0,2020-03-20,6,0.0,0.0,0.0,1.0,-1.0,71,20,3,2020
188.0,2020-03-21,6,0.0,0.0,0.0,1.0,-1.0,72,21,3,2020
189.0,2020-03-22,6,0.0,0.0,0.0,1.0,-1.0,73,22,3,2020
190.0,2020-03-23,6,0.0,0.0,0.0,1.0,-1.0,74,23,3,2020
191.0,2020-03-24,6,0.0,0.0,0.0,1.0,-1.0,75,24,3,2020
192.0,2020-03-25,6,0.0,0.0,2.0,3.0,-1.0,76,25,3,2020
193.0,2020-03-26,6,0.0,0.0,0.0,3.0,-1.0,77,26,3,2020
194.0,2020-03-27,6,0.0,0.0,0.0,3.0,-1.0,78,27,3,2020
195.0,2020-03-28,6,0.0,0.0,4.0,7.0,-1.0,79,28,3,2020
196.0,2020-03-29,6,0.0,0.0,0.0,7.0,-1.0,80,29,3,2020
197.0,2020-03-30,6,0.0,0.0,0.0,7.0,-1.0,81,30,3,2020
198.0,2020-03-31,6,0.0,0.0,0.0,7.0,-1.0,82,31,3,2020
199.0,2020-04-01,6,0.0,0.0,0.0,7.0,-1.0,83,1,4,2020
200.0,2020-04-02,6,0.0,0.0,0.0,7.0,-1.0,84,2,4,2020
201.0,2020-04-03,6,0.0,0.0,0.0,7.0,-1.0,85,3,4,2020
202.0,2020-04-04,6,0.0,0.0,0.0,7.0,-1.0,86,4,4,2020
203.0,2020-04-05,6,0.0,0.0,0.0,7.0,-1.0,87,5,4,2020
204.0,2020-04-06,6,0.0,0.0,0.0,7.0,-1.0,88,6,4,2020
205.0,2020-04-07,6,0.0,0.0,0.0,7.0,-1.0,89,7,4,2020
206.0,2020-03-04,7,0.0,0.0,1.0,1.0,-1.0,55,4,3,2020
207.0,2020-03-05,7,0.0,0.0,0.0,1.0,-1.0,56,5,3,2020
208.0,2020-03-06,7,0.0,0.0,0.0,1.0,-1.0,57,6,3,2020
209.0,2020-03-07,7,0.0,0.0,1.0,2.0,-1.0,58,7,3,2020
210.0,2020-03-08,7,1.0,1.0,7.0,9.0,-1.0,59,8,3,2020
211.0,2020-03-09,7,0.0,1.0,3.0,12.0,-1.0,60,9,3,2020
212.0,2020-03-10,7,0.0,1.0,0.0,12.0,-1.0,61,10,3,2020
213.0,2020-03-11,7,0.0,1.0,5.0,17.0,-1.0,62,11,3,2020
214.0,2020-03-12,7,0.0,1.0,2.0,19.0,-1.0,63,12,3,2020
215.0,2020-03-13,7,0.0,1.0,12.0,31.0,-1.0,64,13,3,2020
216.0,2020-03-14,7,1.0,2.0,3.0,34.0,-1.0,65,14,3,2020
217.0,2020-03-15,7,0.0,2.0,11.0,45.0,-1.0,66,15,3,2020
218.0,2020-03-16,7,0.0,2.0,11.0,56.0,-1.0,67,16,3,2020
219.0,2020-03-17,7,0.0,2.0,9.0,65.0,-1.0,68,17,3,2020
220.0,2020-03-18,7,0.0,2.0,14.0,79.0,-1.0,69,18,3,2020
221.0,2020-03-19,7,0.0,2.0,18.0,97.0,-1.0,70,19,3,2020
222.0,2020-03-20,7,0.0,2.0,0.0,97.0,-1.0,71,20,3,2020
223.0,2020-03-21,7,1.0,3.0,31.0,128.0,-1.0,72,21,3,2020
224.0,2020-03-22,7,0.0,3.0,30.0,158.0,-1.0,73,22,3,2020
225.0,2020-03-23,7,1.0,4.0,67.0,225.0,-1.0,74,23,3,2020
226.0,2020-03-24,7,0.0,4.0,41.0,266.0,-1.0,75,24,3,2020
227.0,2020-03-25,7,0.0,4.0,35.0,301.0,-1.0,76,25,3,2020
228.0,2020-03-26,7,2.0,6.0,86.0,387.0,-1.0,77,26,3,2020
229.0,2020-03-27,7,2.0,8.0,115.0,502.0,-1.0,78,27,3,2020
230.0,2020-03-28,7,4.0,12.0,87.0,589.0,-1.0,79,28,3,2020
231.0,2020-03-29,7,5.0,17.0,101.0,690.0,-1.0,80,29,3,2020
232.0,2020-03-30,7,2.0,19.0,55.0,745.0,-1.0,81,30,3,2020
233.0,2020-03-31,7,1.0,20.0,75.0,820.0,-1.0,82,31,3,2020
234.0,2020-04-01,7,4.0,24.0,146.0,966.0,-1.0,83,1,4,2020
235.0,2020-04-02,7,3.0,27.0,88.0,1054.0,-1.0,84,2,4,2020
236.0,2020-04-03,7,4.0,31.0,79.0,1133.0,-1.0,85,3,4,2020
237.0,2020-04-04,7,6.0,37.0,132.0,1265.0,-1.0,86,4,4,2020
238.0,2020-04-05,7,5.0,42.0,88.0,1353.0,-1.0,87,5,4,2020
239.0,2020-04-06,7,2.0,44.0,98.0,1451.0,-1.0,88,6,4,2020
240.0,2020-04-07,7,0.0,44.0,0.0,1451.0,-1.0,89,7,4,2020
241.0,2020-03-02,8,0.0,0.0,1.0,1.0,-1.0,53,2,3,2020
242.0,2020-03-03,8,0.0,0.0,0.0,1.0,-1.0,54,3,3,2020
243.0,2020-03-04,8,0.0,0.0,0.0,1.0,-1.0,55,4,3,2020
244.0,2020-03-05,8,0.0,0.0,0.0,1.0,-1.0,56,5,3,2020
245.0,2020-03-06,8,0.0,0.0,0.0,1.0,-1.0,57,6,3,2020
246.0,2020-03-07,8,0.0,0.0,0.0,1.0,-1.0,58,7,3,2020
247.0,2020-03-08,8,0.0,0.0,0.0,1.0,-1.0,59,8,3,2020
248.0,2020-03-09,8,0.0,0.0,0.0,1.0,-1.0,60,9,3,2020
249.0,2020-03-10,8,0.0,0.0,0.0,1.0,-1.0,61,10,3,2020
250.0,2020-03-11,8,0.0,0.0,0.0,1.0,-1.0,62,11,3,2020
251.0,2020-03-12,8,0.0,0.0,0.0,1.0,-1.0,63,12,3,2020
252.0,2020-03-13,8,0.0,0.0,0.0,1.0,-1.0,64,13,3,2020
253.0,2020-03-14,8,0.0,0.0,7.0,8.0,-1.0,65,14,3,2020
254.0,2020-03-15,8,0.0,0.0,0.0,8.0,-1.0,66,15,3,2020
255.0,2020-03-16,8,0.0,0.0,18.0,26.0,-1.0,67,16,3,2020
256.0,2020-03-17,8,0.0,0.0,26.0,52.0,-1.0,68,17,3,2020
257.0,2020-03-18,8,0.0,0.0,0.0,52.0,-1.0,69,18,3,2020
258.0,2020-03-19,8,0.0,0.0,32.0,84.0,-1.0,70,19,3,2020
259.0,2020-03-20,8,0.0,0.0,38.0,122.0,-1.0,71,20,3,2020
260.0,2020-03-21,8,0.0,0.0,14.0,136.0,-1.0,72,21,3,2020
261.0,2020-03-22,8,0.0,0.0,24.0,160.0,-1.0,73,22,3,2020
262.0,2020-03-23,8,0.0,0.0,30.0,190.0,-1.0,74,23,3,2020
263.0,2020-03-24,8,0.0,0.0,45.0,235.0,-1.0,75,24,3,2020
264.0,2020-03-25,8,0.0,0.0,30.0,265.0,-1.0,76,25,3,2020
265.0,2020-03-26,8,0.0,0.0,25.0,290.0,-1.0,77,26,3,2020
266.0,2020-03-27,8,1.0,1.0,39.0,329.0,-1.0,78,27,3,2020
267.0,2020-03-28,8,0.0,1.0,43.0,372.0,-1.0,79,28,3,2020
268.0,2020-03-29,8,2.0,3.0,52.0,424.0,-1.0,80,29,3,2020
269.0,2020-03-30,8,0.0,3.0,58.0,482.0,-1.0,81,30,3,2020
270.0,2020-03-31,8,0.0,3.0,0.0,482.0,-1.0,82,31,3,2020
271.0,2020-04-01,8,0.0,3.0,50.0,532.0,-1.0,83,1,4,2020
272.0,2020-04-02,8,0.0,3.0,39.0,571.0,-1.0,84,2,4,2020
273.0,2020-04-03,8,1.0,4.0,69.0,640.0,-1.0,85,3,4,2020
274.0,2020-04-04,8,3.0,7.0,96.0,736.0,-1.0,86,4,4,2020
275.0,2020-04-05,8,0.0,7.0,10.0,746.0,-1.0,87,5,4,2020
276.0,2020-04-06,8,0.0,7.0,0.0,746.0,-1.0,88,6,4,2020
277.0,2020-04-07,8,0.0,7.0,0.0,746.0,-1.0,89,7,4,2020
278.0,2020-03-17,9,0.0,0.0,2.0,2.0,-1.0,68,17,3,2020
279.0,2020-03-18,9,0.0,0.0,2.0,4.0,-1.0,69,18,3,2020
280.0,2020-03-19,9,0.0,0.0,0.0,4.0,-1.0,70,19,3,2020
281.0,2020-03-20,9,0.0,0.0,1.0,5.0,-1.0,71,20,3,2020
282.0,2020-03-21,9,0.0,0.0,0.0,5.0,-1.0,72,21,3,2020
283.0,2020-03-22,9,0.0,0.0,0.0,5.0,-1.0,73,22,3,2020
284.0,2020-03-23,9,0.0,0.0,3.0,8.0,-1.0,74,23,3,2020
285.0,2020-03-24,9,0.0,0.0,1.0,9.0,-1.0,75,24,3,2020
286.0,2020-03-25,9,0.0,0.0,3.0,12.0,-1.0,76,25,3,2020
287.0,2020-03-26,9,0.0,0.0,7.0,19.0,-1.0,77,26,3,2020
288.0,2020-03-27,9,0.0,0.0,0.0,19.0,-1.0,78,27,3,2020
289.0,2020-03-28,9,0.0,0.0,9.0,28.0,-1.0,79,28,3,2020
290.0,2020-03-29,9,0.0,0.0,18.0,46.0,-1.0,80,29,3,2020
291.0,2020-03-30,9,0.0,0.0,0.0,46.0,-1.0,81,30,3,2020
292.0,2020-03-31,9,0.0,0.0,4.0,50.0,-1.0,82,31,3,2020
293.0,2020-04-01,9,0.0,0.0,5.0,55.0,-1.0,83,1,4,2020
294.0,2020-04-02,9,0.0,0.0,0.0,55.0,-1.0,84,2,4,2020
295.0,2020-04-03,9,0.0,0.0,5.0,60.0,-1.0,85,3,4,2020
296.0,2020-04-04,9,0.0,0.0,2.0,62.0,-1.0,86,4,4,2020
297.0,2020-04-05,9,0.0,0.0,2.0,64.0,-1.0,87,5,4,2020
298.0,2020-04-06,9,0.0,0.0,0.0,64.0,-1.0,88,6,4,2020
299.0,2020-04-07,9,0.0,0.0,0.0,64.0,-1.0,89,7,4,2020
300.0,2020-01-26,10,0.0,0.0,3.0,3.0,-1.0,17,26,1,2020
301.0,2020-01-27,10,0.0,0.0,1.0,4.0,-1.0,18,27,1,2020
302.0,2020-01-28,10,0.0,0.0,1.0,5.0,-1.0,19,28,1,2020
303.0,2020-01-29,10,0.0,0.0,0.0,5.0,-1.0,20,29,1,2020
304.0,2020-01-30,10,0.0,0.0,2.0,7.0,-1.0,21,30,1,2020
305.0,2020-01-31,10,0.0,0.0,2.0,9.0,-1.0,22,31,1,2020
306.0,2020-02-01,10,0.0,0.0,0.0,9.0,-1.0,23,1,2,2020
307.0,2020-02-02,10,0.0,0.0,3.0,12.0,-1.0,24,2,2,2020
308.0,2020-02-03,10,0.0,0.0,0.0,12.0,-1.0,25,3,2,2020
309.0,2020-02-04,10,0.0,0.0,0.0,12.0,-1.0,26,4,2,2020
310.0,2020-02-05,10,0.0,0.0,1.0,13.0,-1.0,27,5,2,2020
311.0,2020-02-06,10,0.0,0.0,1.0,14.0,-1.0,28,6,2,2020
312.0,2020-02-07,10,0.0,0.0,1.0,15.0,-1.0,29,7,2,2020
313.0,2020-02-08,10,0.0,0.0,0.0,15.0,-1.0,30,8,2,2020
314.0,2020-02-09,10,0.0,0.0,0.0,15.0,-1.0,31,9,2,2020
315.0,2020-02-10,10,0.0,0.0,0.0,15.0,-1.0,32,10,2,2020
316.0,2020-02-11,10,0.0,0.0,0.0,15.0,-1.0,33,11,2,2020
317.0,2020-02-12,10,0.0,0.0,0.0,15.0,-1.0,34,12,2,2020
318.0,2020-02-13,10,0.0,0.0,0.0,15.0,-1.0,35,13,2,2020
319.0,2020-02-14,10,0.0,0.0,0.0,15.0,-1.0,36,14,2,2020
320.0,2020-02-15,10,0.0,0.0,0.0,15.0,-1.0,37,15,2,2020
321.0,2020-02-16,10,0.0,0.0,0.0,15.0,-1.0,38,16,2,2020
322.0,2020-02-17,10,0.0,0.0,0.0,15.0,-1.0,39,17,2,2020
